ID,Activos_5_por_100.000
1,27.65278816859231
2,3.0610012027583924
3,3.0610012027583924
4,3.0610012027583924
5,95.67843396799711
6,5.060829754019902
7,5.060829754019902
8,261.45368276468326
9,105.8971014995292
10,76.97114931120626
11,20.882695674803966
12,72.76286978857297
13,22.556720474585997
14,371.07727571424584
15,445.9312577654557
16,4.448241305309534
17,4.448241305309534
18,156.71974325899205
19,14.08680402680434
20,14.08680402680434
21,3.0610012027583924
22,11.027141416123882
23,3.0610012027583924
24,21.825552445013283
25,11.027141416123882
26,3.0610012027583924
27,9.15523121128793
28,68.03738206369472
29,26.24751730144119
30,17.62295841481401
31,9.15523121128793
32,9.15523121128793
33,7.211349322978989
34,5.806078455827869
35,3.0610012027583924
36,8.99249251323222
37,3.0610012027583924
38,3.0610012027583924
39,10.560502078439049
40,3.0610012027583924
41,37.19637630125119
42,3.0610012027583924
43,9.15523121128793
44,5.806078455827869
45,11.027141416123882
46,9.15523121128793
47,5.806078455827869
48,24.28590179261499
49,20.420281577862163
50,5.806078455827869
51,7.587221646081099
52,11.027141416123882
53,33.886343755182985
54,15.338534410577193
55,3.0610012027583924
56,3.0610012027583924
57,3.0610012027583924
58,26.24751730144119
59,4.104329456705315
60,9.15523121128793
61,9.15523121128793
62,15.338534410577193
63,5.806078455827869
64,3.0610012027583924
65,3.0610012027583924
66,3.0610012027583924
67,7.587221646081099
68,3.0610012027583924
69,20.420281577862163
70,8.99249251323222
71,10.560502078439049
72,11.027141416123882
73,3.0610012027583924
74,58.69375916638408
75,15.338534410577193
76,9.15523121128793
77,71.98456071145087
78,26.24751730144119
79,27.65278816859231
80,16.743805277728306
81,16.743805277728306
82,3.0610012027583924
83,11.785650332719058
84,84.8541811286045
85,32.6892634207881
86,244.10220529092723
87,147.07344872886185
88,112.65460357653129
89,179.89257090400585
90,52.659401839395656
91,147.07344872886185
92,32.6892634207881
93,164.79319434402487
94,128.07656121517311
95,326.3567031364559
96,23.296123259049804
97,147.07344872886185
98,164.79319434402487
99,164.79319434402487
100,164.79319434402487
101,112.65460357653129
102,102.9966392688934
103,112.65460357653129
104,164.79319434402487
105,147.07344872886185
106,164.79319434402487
107,164.79319434402487
108,84.8541811286045
109,11.785650332719058
110,57.013473810353
111,84.8541811286045
112,71.27982745841452
113,54.726860561860605
114,164.79319434402487
115,42.485416656135754
116,164.79319434402487
117,110.36799032803889
118,112.65460357653129
119,112.65460357653129
120,123.72581028753956
121,160.77966763775484
122,164.79319434402487
123,322.17907688891734
124,147.07344872886185
125,117.41985955337037
126,291.20118934557433
127,162.50658109553245
128,164.79319434402487
129,42.88524699780039
130,297.9601875601236
131,219.94283514485937
132,40.19880340764336
133,23.296123259049804
134,123.72581028753956
135,3.0610012027583924
136,3.0610012027583924
137,6.659379755929383
138,12.767577569059007
139,11.027141416123882
140,15.338534410577193
141,31.68913819216745
142,3.0610012027583924
143,9.15523121128793
144,26.24751730144119
145,3.0610012027583924
146,9.15523121128793
147,3.0610012027583924
148,3.0610012027583924
149,9.15523121128793
150,9.15523121128793
151,15.338534410577193
152,6.659379755929383
153,3.0610012027583924
154,3.0610012027583924
155,3.0610012027583924
156,9.15523121128793
157,6.659379755929383
158,5.806078455827869
159,3.0610012027583924
160,3.0610012027583924
161,3.0610012027583924
162,16.743805277728306
163,7.587221646081099
164,5.806078455827869
165,4.104329456705315
166,11.027141416123882
167,3.429479735239412
168,3.429479735239412
169,3.0610012027583924
170,9.15523121128793
171,5.806078455827869
172,9.15523121128793
173,8.99249251323222
174,3.0610012027583924
175,3.0610012027583924
176,3.0610012027583924
177,8.99249251323222
178,9.15523121128793
179,4.104329456705315
180,5.806078455827869
181,3.0610012027583924
182,26.24751730144119
183,3.0610012027583924
184,3.0610012027583924
185,3.0610012027583924
186,6.659379755929383
187,4.104329456705315
188,3.0610012027583924
189,3.0610012027583924
190,15.338534410577193
191,7.587221646081099
192,9.15523121128793
193,5.509600323856435
194,9.15523121128793
195,3.0610012027583924
196,3.0610012027583924
197,6.659379755929383
198,60.88873754415521
199,10.560502078439049
200,5.806078455827869
201,3.0610012027583924
202,3.0610012027583924
203,11.027141416123882
204,6.659379755929383
205,3.0610012027583924
206,3.0610012027583924
207,9.15523121128793
208,3.0610012027583924
209,3.0610012027583924
210,12.767577569059007
211,20.420281577862163
212,3.0610012027583924
213,9.15523121128793
214,3.0610012027583924
215,12.767577569059007
216,3.0610012027583924
217,3.0610012027583924
218,11.027141416123882
219,3.0610012027583924
220,33.886343755182985
221,17.62295841481401
222,15.338534410577193
223,3.0610012027583924
224,10.560502078439049
225,12.432412283275001
226,3.0610012027583924
227,8.99249251323222
228,7.587221646081099
229,3.0610012027583924
230,10.560502078439049
231,4.104329456705315
232,33.886343755182985
233,6.659379755929383
234,3.0610012027583924
235,7.211349322978989
236,20.420281577862163
237,11.027141416123882
238,26.24751730144119
239,15.338534410577193
240,4.104329456705315
241,3.0610012027583924
242,3.0610012027583924
243,8.064650623080503
244,3.0610012027583924
245,3.0610012027583924
246,3.0610012027583924
247,16.743805277728306
248,3.0610012027583924
249,15.338534410577193
250,3.0610012027583924
251,24.28590179261499
252,28.143833294831737
253,9.369242941402243
254,3.2750129328727056
255,3.2750129328727056
256,7.801233376195411
257,7.801233376195411
258,3.2750129328727056
259,6.0200901859421805
260,6.873391486043694
261,9.369242941402243
262,7.801233376195411
263,28.143833294831737
264,11.241153146238196
265,66.73223218530188
266,3.2750129328727056
267,9.369242941402243
268,3.2750129328727056
269,9.369242941402243
270,3.6434914653537254
271,3.2750129328727056
272,3.2750129328727056
273,6.0200901859421805
274,12.98158929917332
275,59.18480429262352
276,151.11859370510578
277,15.268202547665716
278,3.2750129328727056
279,3.2750129328727056
280,3.2750129328727056
281,26.4615290315555
282,12.98158929917332
283,6.0200901859421805
284,26.24751730144119
285,3.0610012027583924
286,7.587221646081099
287,3.0610012027583924
288,12.767577569059007
289,3.0610012027583924
290,3.0610012027583924
291,7.587221646081099
292,3.0610012027583924
